"ano","id_municipio","bioma","area_total","desmatado","populacao","bovinos","area_colhida_total","pib","precipitacao_media_anual","temperatura_media_anual","pib_per_capita"
2007,1506609,"Amazônia",457.61528,410.7,22147,27644,535,108966000,8.01,26.25,4920.12462184495
2008,1506609,"Amazônia",457.61528,411.6,23001,25156,375,126018000,12.42,25.86,5478.80526933612
2009,1506609,"Amazônia",457.61528,411.8,23202,13867,730,137820000,10.83,26.17,5940.00517196793
2010,1506609,"Amazônia",457.61528,412.1,23026,13214,730,152534000,6.98,26.47,6624.42456353687
2011,1506609,"Amazônia",457.61528,412.1,23193,14312,525,179004000,8.15,26.05,7718.01836761092
2012,1506609,"Amazônia",457.61528,412.3,23355,13589,510,201877000,5,26.2,8643.84500107043
2013,1506609,"Amazônia",457.61528,413.2,23649,15141,515,283608000,4.05,26.14,11992.388684511
2014,1506609,"Amazônia",457.61528,413.3,23790,15524,515,233693000,4.68,26.07,9823.16099201345
2015,1506609,"Amazônia",457.61528,413.4,23927,15612,980,203834000,3.48,26.38,8518.99527730179
2016,1506609,"Amazônia",457.61528,413.7,24059,14658,945,268294000,4.63,26.57,11151.502556216
2017,1506609,"Amazônia",457.61528,413.8,24186,8300,595,310568000,4.82,26.14,12840.8170015712
2018,1506609,"Amazônia",457.61528,413.9,24725,16408,595,383844000,6.48,25.96,15524.5298281092
2019,1506609,"Amazônia",457.61528,413.9,24861,16026,595,291091000,5.45,23.9,11708.7405977233
2020,1506609,"Amazônia",457.61528,414,24995,17717,595,307884000,NA,NA,12317.8235647129
2021,1506609,"Amazônia",457.61528,414,25127,20846,995,371642000,NA,NA,14790.5440362956
2022,1506609,"Amazônia",457.61528,414,24583,20950,1561,NA,NA,NA,NA
2023,1506609,"Amazônia",457.61528,414.2,NA,NA,NA,NA,NA,NA,NA
2004,1506708,"Amazônia",10579.13106,5873.5,39318,565775,222,203854000,5.49,24.8,5184.74998728318
2005,1506708,"Amazônia",10579.13106,6356.5,40800,571606,262,214361000,4.3,25.13,5253.94607843137
2006,1506708,"Amazônia",10579.13106,6491.8,42523,492022,432,229536000,4.68,24.61,5397.92582837523
2007,1506708,"Amazônia",10579.13106,6710.8,49053,475412,432,261588000,3.37,25.33,5332.7625221699
2008,1506708,"Amazônia",10579.13106,6895.6,52856,485859,392,293058000,4.71,24.88,5544.46042076585
2009,1506708,"Amazônia",10579.13106,6922.1,55033,505114,392,327091000,4.55,24.84,5943.54296513001
2010,1506708,"Amazônia",10579.13106,6961,56153,545523,272,329767000,3.98,25.77,5872.65150570762
2011,1506708,"Amazônia",10579.13106,6991.8,58067,594074,535,376777000,5.38,25.2,6488.65965178156
2012,1506708,"Amazônia",10579.13106,7014.7,59919,613152,685,423595000,3.53,25.05,7069.46043825832
2013,1506708,"Amazônia",10579.13106,7053.6,63031,663655,710,515231000,3.77,25.33,8174.24759245451
2014,1506708,"Amazônia",10579.13106,7077.3,65062,613911,700,590433000,4.64,25.13,9074.92852971012
2015,1506708,"Amazônia",10579.13106,7093.9,67033,564445,780,686482000,3.3,25.87,10240.9559470708
2016,1506708,"Amazônia",10579.13106,7113.8,68934,566729,841,762198000,4.46,26.11,11056.9240142745
2017,1506708,"Amazônia",10579.13106,7127.7,70764,551737,391,803619000,3.9,25.64,11356.3252501272
2018,1506708,"Amazônia",10579.13106,7139.8,71187,558402,717,843465000,3.96,25,11848.5819039993
2019,1506708,"Amazônia",10579.13106,7161.2,72817,498656,805,1034821000,2.47,24.75,14211.255613387
2020,1506708,"Amazônia",10579.13106,7212.5,74419,551286,805,1115572000,NA,NA,14990.4191133985
2021,1506708,"Amazônia",10579.13106,7238.2,75995,612172,805,1381972000,NA,NA,18185.0384893743
2022,1506708,"Amazônia",10579.13106,7254.8,44526,611267,805,NA,NA,NA,NA
2023,1506708,"Amazônia",10579.13106,7262.7,NA,NA,NA,NA,NA,NA,NA
2004,1506807,"Amazônia",18014.5663,2870.8,272237,153115,1867,1361523000,5.98,26.59,5001.2415652538
2005,1506807,"Amazônia",18014.5663,2892.1,274012,133218,1867,1410816000,5.64,27.39,5148.73801147395
2006,1506807,"Amazônia",18014.5663,2909.5,276074,126935,1879,1621689000,6.12,27.04,5874.10984011533
2007,1506807,"Amazônia",18014.5663,2919.6,274285,104529,1899,1708319000,4.64,27.17,6228.26257360045
2008,1506807,"Amazônia",18014.5663,2950.5,275571,130613,1695,1856947000,6.36,26.77,6738.54288005632
2009,1506807,"Amazônia",18014.5663,2968.6,276665,116503,1837,2019446000,6.7,27.26,7299.2463810023
2010,1506807,"Amazônia",18014.5663,2987.6,294580,132008,1265,2309692000,5.02,27.52,7840.62733383122
2011,1506807,"Amazônia",18014.5663,2998.5,297039,118861,849,2601840000,6.88,26.93,8759.25383535495
2012,1506807,"Amazônia",18014.5663,3005.5,284401,138911,879,3255042000,4.72,27.2,11445.2551151367
2013,1506807,"Amazônia",18014.5663,3011.6,288462,129954,536,3433607000,5.81,27.32,11903.1518882903
2014,1506807,"Amazônia",18014.5663,3022.8,290521,132300,543,3785536000,5.09,27.4,13030.1630518964
2015,1506807,"Amazônia",18014.5663,3045,292520,115052,575,3970093000,4.24,27.91,13572.0395186654
2016,1506807,"Amazônia",18014.5663,3051.9,294447,113620,520,4574029000,4.26,27.64,15534.303287179
2017,1506807,"Amazônia",18014.5663,3072.6,296302,118897,530,4835996000,4.33,27.04,16321.1723174329
2018,1506807,"Amazônia",18014.5663,3085.5,302667,120537,535,4858426000,5.24,26.49,16052.0506034685
2019,1506807,"Amazônia",18014.5663,3104.9,304589,118450,629,5117941000,3.7,26.36,16802.7768566823
2020,1506807,"Amazônia",18014.5663,3120.5,306480,125943,705,5501585000,NA,NA,17950.8777081702
2021,1506807,"Amazônia",18014.5663,3138.2,308339,128258,705,6390528000,NA,NA,20725.6558528114
2022,1506807,"Amazônia",18014.5663,3192.7,351220,125237,728,NA,NA,NA,NA
2023,1506807,"Amazônia",18014.5663,3243.2,NA,NA,NA,NA,NA,NA,NA
2004,1506906,"Amazônia",232.68209,133.6,5936,6421,265,15438000,8.13,25.85,2600.74123989218
2005,1506906,"Amazônia",232.68209,143.4,6028,5102,115,13990000,5.4,26.56,2320.83609820836
2006,1506906,"Amazônia",232.68209,143.6,6135,5830,115,14848000,6.2,26.33,2420.21189894051
2007,1506906,"Amazônia",232.68209,145.3,6007,4615,115,16909000,9.28,26.36,2814.88263692359
2008,1506906,"Amazônia",232.68209,148.4,6267,4463,105,17982000,19.65,26.03,2869.31546194351
2009,1506906,"Amazônia",232.68209,148.6,6347,4251,105,23200000,15.18,26.2,3655.27020639672
2010,1506906,"Amazônia",232.68209,148.8,6141,3144,105,24335000,8.12,26.67,3962.70965640775
2011,1506906,"Amazônia",232.68209,149,6195,3548,85,27872000,9.66,26.19,4499.11218724778
2012,1506906,"Amazônia",232.68209,149,6248,3651,95,30148000,4.63,26.31,4825.22407170295
2013,1506906,"Amazônia",232.68209,149.1,6341,3720,80,39090000,4.35,26.35,6164.64280082006
2014,1506906,"Amazônia",232.68209,149.2,6390,4238,80,38573000,7.43,26.18,6036.46322378717
2015,1506906,"Amazônia",232.68209,149.2,6437,3843,80,39878000,4.69,26.42,6195.12195121951
2016,1506906,"Amazônia",232.68209,149.3,6482,3350,90,47275000,4.59,26.67,7293.27368096267
2017,1506906,"Amazônia",232.68209,149.6,6526,3540,83,41026000,6.68,26.06,6286.54612319951
2018,1506906,"Amazônia",232.68209,149.8,6664,4266,80,45137000,6.24,25.85,6773.25930372149
2019,1506906,"Amazônia",232.68209,150,6709,2720,52,46772000,4.72,23.89,6971.53077954986
2020,1506906,"Amazônia",232.68209,150.1,6753,4011,52,51036000,NA,NA,7557.52998667259
2021,1506906,"Amazônia",232.68209,150.2,6796,3843,52,60065000,NA,NA,8838.28722778105
2022,1506906,"Amazônia",232.68209,150.3,6116,4010,60,NA,NA,NA,NA
2023,1506906,"Amazônia",232.68209,150.4,NA,NA,NA,NA,NA,NA,NA
2004,1507003,"Amazônia",513.35184,313.1,21269,5640,4230,91640000,8.6,26.01,4308.61817668908
2005,1507003,"Amazônia",513.35184,313.2,21531,6500,4200,97927000,8.68,26.54,4548.18633598068
2006,1507003,"Amazônia",513.35184,319.5,21836,6750,4200,107909000,8.95,26.36,4941.79336874885
2007,1507003,"Amazônia",513.35184,321,24814,2264,4170,127503000,8.18,26.43,5138.34931893286
2008,1507003,"Amazônia",513.35184,323,26222,2270,4160,132090000,9.39,26.04,5037.37319807795
2009,1507003,"Amazônia",513.35184,323.1,26855,5401,4065,133130000,8.62,26.34,4957.36361943772
2010,1507003,"Amazônia",513.35184,323.2,26674,5361,3574,136005000,6.64,26.63,5098.78533403314
2011,1507003,"Amazônia",513.35184,323.5,27199,5401,3834,163692000,8.17,26.29,6018.30949667267
2012,1507003,"Amazônia",513.35184,323.5,27707,5411,3869,162292000,7.09,26.42,5857.43674883603
2013,1507003,"Amazônia",513.35184,324,28575,6112,3875,189069000,6.25,26.29,6616.58792650919
2014,1507003,"Amazônia",513.35184,324.1,29110,6579,4135,247494000,6.79,26.21,8502.02679491584
2015,1507003,"Amazônia",513.35184,324.3,29629,4750,8415,297319000,5.17,26.52,10034.7294880016
2016,1507003,"Amazônia",513.35184,324.3,30129,4470,9490,315291000,6.21,26.75,10464.701782336
2017,1507003,"Amazônia",513.35184,324.5,30611,61405,4490,344070000,7.2,26.36,11240.0770964686
2018,1507003,"Amazônia",513.35184,324.5,31038,60630,4690,366979000,7.91,26.11,11823.5388878149
2019,1507003,"Amazônia",513.35184,324.5,31482,56466,4690,384943000,6.63,23.87,12227.3997840036
2020,1507003,"Amazônia",513.35184,324.9,31918,7748,4690,432508000,NA,NA,13550.5984084216
2021,1507003,"Amazônia",513.35184,325.4,32346,6330,4690,475569000,NA,NA,14702.5598219254
2022,1507003,"Amazônia",513.35184,325.4,28282,6025,4690,NA,NA,NA,NA
2023,1507003,"Amazônia",513.35184,325.5,NA,NA,NA,NA,NA,NA,NA
2004,1507102,"Amazônia",459.84213,217.5,14888,5000,192,36805000,9.05,26.29,2472.12520150457
2005,1507102,"Amazônia",459.84213,218.4,14759,693,245,38027000,6.78,26.88,2576.52957517447
2006,1507102,"Amazônia",459.84213,224.5,14608,720,146,39626000,8.3,26.63,2712.62322015334
2007,1507102,"Amazônia",459.84213,225.6,16179,469,106,63618000,6.67,26.61,3932.13424809939
2008,1507102,"Amazônia",459.84213,229.3,16757,470,105,47003000,9.94,26.34,2804.97702452706
2009,1507102,"Amazônia",459.84213,229.6,16862,831,90,47265000,10.19,26.51,2803.04827422607
2010,1507102,"Amazônia",459.84213,230,16891,750,95,57871000,6.84,26.96,3426.1441004085
2011,1507102,"Amazônia",459.84213,230.4,16990,1454,103,72578000,8.73,26.47,4271.80694526192
2012,1507102,"Amazônia",459.84213,230.4,17087,731,246,88454000,6.31,26.62,5176.68402879382
2013,1507102,"Amazônia",459.84213,230.9,17266,1310,132,106262000,6.27,26.61,6154.40750608132
2014,1507102,"Amazônia",459.84213,230.9,17344,1210,132,106421000,7.66,26.44,6135.8971402214
2015,1507102,"Amazônia",459.84213,231.1,17420,1512,338,114215000,4.94,26.8,6556.54420206659
2016,1507102,"Amazônia",459.84213,232.4,17492,919,307,119022000,6.01,27.01,6804.36771095358
2017,1507102,"Amazônia",459.84213,232.7,17563,2228,201,131227000,7.17,26.56,7471.78728007744
2018,1507102,"Amazônia",459.84213,233,17970,2292,201,142267000,5.82,26.28,7916.91708402894
2019,1507102,"Amazônia",459.84213,233.2,18050,1896,201,146313000,6.82,26.1,8105.98337950138
2020,1507102,"Amazônia",459.84213,234.1,18129,1551,201,157950000,NA,NA,8712.55998676154
2021,1507102,"Amazônia",459.84213,234.5,18207,1959,201,183191000,NA,NA,10061.5697259296
2022,1507102,"Amazônia",459.84213,234.7,15226,2228,201,NA,NA,NA,NA
2023,1507102,"Amazônia",459.84213,235.5,NA,NA,NA,NA,NA,NA,NA
2004,1507151,"Amazônia",1401.87873,1227,23033,178024,265,60249000,5.46,26.26,2615.7686797204
2005,1507151,"Amazônia",1401.87873,1247.6,23587,180095,230,64976000,2.87,26.87,2754.7377792852
2006,1507151,"Amazônia",1401.87873,1249.2,24230,135100,230,75423000,5.01,26.58,3112.79405695419
2007,1507151,"Amazônia",1401.87873,1260.6,21094,115000,280,74063000,3.9,26.49,3511.09320185835
2008,1507151,"Amazônia",1401.87873,1270.3,21889,121200,275,80553000,5.28,26.26,3680.06761386998
2009,1507151,"Amazônia",1401.87873,1280.2,22063,128000,275,98007000,5.84,26.25,4442.14295426732
2010,1507151,"Amazônia",1401.87873,1285.6,23130,140000,320,113690000,3.81,26.88,4915.26156506701
2011,1507151,"Amazônia",1401.87873,1287.5,23370,138000,340,139066000,4.72,26.2,5950.62045357296
2012,1507151,"Amazônia",1401.87873,1288.4,23602,125000,340,144470000,3.78,26.42,6121.09143292941
2013,1507151,"Amazônia",1401.87873,1290.8,24012,120000,410,160958000,4.1,26.24,6703.2317174746
2014,1507151,"Amazônia",1401.87873,1293.2,24235,145000,360,177494000,4.1,26.21,7323.87043532082
2015,1507151,"Amazônia",1401.87873,1294.1,24451,150000,480,220134000,3.12,26.78,9003.06735920821
2016,1507151,"Amazônia",1401.87873,1296.7,24659,173736,490,251103000,3.33,26.75,10183.0163429174
2017,1507151,"Amazônia",1401.87873,1298.3,24859,170220,540,272450000,3.61,26.26,10959.8133472787
2018,1507151,"Amazônia",1401.87873,1299.3,25358,162368,540,280955000,3.7,26.06,11079.5409732629
2019,1507151,"Amazônia",1401.87873,1300.8,25557,172623,640,284573000,3.72,25.02,11134.8358571037
2020,1507151,"Amazônia",1401.87873,1302.4,25753,180390,640,303527000,NA,NA,11786.0831747758
2021,1507151,"Amazônia",1401.87873,1303.9,25945,187678,640,359021000,NA,NA,13837.7722104452
2022,1507151,"Amazônia",1401.87873,1305.3,20970,188000,640,NA,NA,NA,NA
2023,1507151,"Amazônia",1401.87873,1306.7,NA,NA,NA,NA,NA,NA,NA
2004,1507201,"Amazônia",1683.91057,1245.9,30863,20070,874,62618000,6.11,25.91,2028.90192139455
2005,1507201,"Amazônia",1683.91057,1258.5,31495,21578,884,63284000,7.48,26.63,2009.33481505001
2006,1507201,"Amazônia",1683.91057,1293.2,32231,22910,901,83291000,7.88,26.4,2584.189134684
2007,1507201,"Amazônia",1683.91057,1313.1,27094,13446,1056,126450000,7.84,26.33,4667.08496346054
2008,1507201,"Amazônia",1683.91057,1325.1,27897,13715,1061,90541000,9.63,25.92,3245.54611606983
2009,1507201,"Amazônia",1683.91057,1326.6,27923,15568,1190,116428000,9.32,26.31,4169.6092826702
2010,1507201,"Amazônia",1683.91057,1327.7,29846,33950,1190,151118000,6.51,26.53,5063.25805803123
2011,1507201,"Amazônia",1683.91057,1330.7,30033,30555,1127,176546000,7.89,26.11,5878.40042619785
2012,1507201,"Amazônia",1683.91057,1331.6,30215,23133,1127,188725000,5.68,26.29,6246.06983286447
2013,1507201,"Amazônia",1683.91057,1333.6,30550,35118,712,267101000,5.27,26.19,8743.07692307692
2014,1507201,"Amazônia",1683.91057,1334.5,30701,38636,712,229971000,4.62,26.13,7490.6680564151
2015,1507201,"Amazônia",1683.91057,1336.3,30847,37750,2373,247892000,3.63,26.53,8036.1785586929
2016,1507201,"Amazônia",1683.91057,1339,30987,42543,2305,315599000,5.06,26.7,10184.883983606
2017,1507201,"Amazônia",1683.91057,1350.4,31123,15637,3083,309229000,5.88,26.2,9935.70671207788
2018,1507201,"Amazônia",1683.91057,1351.3,31837,38932,4520,273285000,6.77,26.04,8583.88039074033
2019,1507201,"Amazônia",1683.91057,1351.8,31989,43838,4560,345699000,6.5,23.91,10806.808590453
2020,1507201,"Amazônia",1683.91057,1353.9,32139,47861,4560,372289000,NA,NA,11583.7144901833
2021,1507201,"Amazônia",1683.91057,1355.1,32285,55062,5110,438410000,NA,NA,13579.3712250271
2022,1507201,"Amazônia",1683.91057,1355.9,30144,57432,6060,NA,NA,NA,NA
2023,1507201,"Amazônia",1683.91057,1357.7,NA,NA,NA,NA,NA,NA,NA
2004,1507300,"Amazônia",84191.64412,12416,39774,1527017,3681,206933000,4.55,24.19,5202.72037009101
2005,1507300,"Amazônia",84191.64412,13821.4,40717,1581518,2097,227446000,3.33,25.39,5586.02058108407
2006,1507300,"Amazônia",84191.64412,14585.2,41813,1596411,2830,242308000,5.04,24.61,5795.03982015163
2007,1507300,"Amazônia",84191.64412,15462.3,59238,1653231,3432,291066000,3.66,24.99,4913.50146865188
2008,1507300,"Amazônia",84191.64412,16221.1,64223,1812870,3081,336218000,4.45,24.77,5235.16497205051
2009,1507300,"Amazônia",84191.64412,16660.8,67208,1912009,3164,377835000,6.24,24.76,5621.87537197953
2010,1507300,"Amazônia",84191.64412,17010.4,91340,2022366,4169,495055000,3.71,25.8,5419.91460477337
2011,1507300,"Amazônia",84191.64412,17149.8,95694,2101726,2674,581855000,5.35,25.29,6080.37076514724
2012,1507300,"Amazônia",84191.64412,17317.5,99905,2143760,2912,732394000,4.66,25.06,7330.90435914118
2013,1507300,"Amazônia",84191.64412,17538.8,106940,2282445,2912,879870000,4.01,24.74,8227.69777445296
2014,1507300,"Amazônia",84191.64412,17691.6,111633,2213310,3212,1029712000,5,24.93,9224.08248456998
2015,1507300,"Amazônia",84191.64412,17891,116186,2222949,4210,1212882000,2.8,25.28,10439.1406882068
2016,1507300,"Amazônia",84191.64412,18205.9,120580,2200338,4210,1414834000,3.47,25.26,11733.5710731465
2017,1507300,"Amazônia",84191.64412,18442.6,124806,2240496,4210,1392878000,4.4,25.32,11160.3448552153
2018,1507300,"Amazônia",84191.64412,18719.7,124763,2256734,4210,1395545000,5.46,24.5,11185.5678366182
2019,1507300,"Amazônia",84191.64412,19264.6,128481,2241537,5205,1448104000,4.11,23.87,11270.9583518186
2020,1507300,"Amazônia",84191.64412,19873.4,132138,2361887,5237,1578823000,NA,NA,11948.2889100789
2021,1507300,"Amazônia",84191.64412,20450.4,135732,2468764,5599,2009122000,NA,NA,14802.1247752925
2022,1507300,"Amazônia",84191.64412,20984.9,81161,2522608,5882,NA,NA,NA,NA
2023,1507300,"Amazônia",84191.64412,21299.1,NA,NA,NA,NA,NA,NA,NA
2004,1507409,"Amazônia",475.20348,398.2,15636,11436,1594,39082000,7.02,26.01,2499.48836019442
2005,1507409,"Amazônia",475.20348,404.2,15890,12635,1249,41848000,7.42,26.53,2633.60604153556
2006,1507409,"Amazônia",475.20348,407.2,16186,12743,1249,43014000,7.82,26.32,2657.48177437291
2007,1507409,"Amazônia",475.20348,409.2,11913,9507,858,54686000,8.01,26.36,4590.44741039201
2008,1507409,"Amazônia",475.20348,411.8,11986,10077,1386,53645000,12.42,25.98,4475.63824461872
2009,1507409,"Amazônia",475.20348,411.9,11743,13375,1439,68019000,10.83,26.23,5792.30179681512
2010,1507409,"Amazônia",475.20348,412.7,15060,11767,1439,96494000,6.98,26.58,6407.30411686587
2011,1507409,"Amazônia",475.20348,412.9,15123,12110,1420,83691000,8.15,26.18,5534.02102757389
2012,1507409,"Amazônia",475.20348,413.1,15184,14258,1365,93222000,5,26.32,6139.48893572181
2013,1507409,"Amazônia",475.20348,413.6,15301,14406,1210,181684000,4.05,26.25,11873.9951637148
2014,1507409,"Amazônia",475.20348,413.7,15341,14705,1175,168388000,4.68,26.16,10976.3379179975
2015,1507409,"Amazônia",475.20348,413.8,15380,15227,1419,165795000,3.48,26.44,10779.9089726918
2016,1507409,"Amazônia",475.20348,414.1,15418,15573,1042,193474000,4.63,26.65,12548.5795823064
2017,1507409,"Amazônia",475.20348,414.3,15454,12611,865,204146000,4.82,26.29,13209.9132910573
2018,1507409,"Amazônia",475.20348,414.4,15833,17562,1190,234027000,6.48,26.05,14780.9638097644
2019,1507409,"Amazônia",475.20348,414.4,15882,17433,1190,240284000,5.49,23.79,15129.3287998993
2020,1507409,"Amazônia",475.20348,414.6,15930,17374,1190,241733000,NA,NA,15174.7018204645
2021,1507409,"Amazônia",475.20348,414.8,15978,19277,1240,264374000,NA,NA,16546.1259231443
2022,1507409,"Amazônia",475.20348,415,14912,20251,1707,NA,NA,NA,NA
2023,1507409,"Amazônia",475.20348,415.1,NA,NA,NA,NA,NA,NA,NA
2004,1507458,"Amazônia",3170.02569,2428.7,27356,423624,2760,108714000,4.86,26.45,3974.0459131452
2005,1507458,"Amazônia",3170.02569,2452,27303,392648,2160,112343000,2.13,26.65,4114.67604292569
2006,1507458,"Amazônia",3170.02569,2453.9,27242,330200,2340,114330000,4.69,26.35,4196.82842669408
2007,1507458,"Amazônia",3170.02569,2468.1,24872,275000,2400,121256000,3.98,26.27,4875.20102926986
2008,1507458,"Amazônia",3170.02569,2475.9,25291,292500,2660,126749000,5.09,26.07,5011.62468862441
2009,1507458,"Amazônia",3170.02569,2479.4,25027,312000,2325,136227000,5.85,26.02,5443.20134255005
2010,1507458,"Amazônia",3170.02569,2482.9,25587,330000,2565,166439000,3.58,26.84,6504.82666979325
2011,1507458,"Amazônia",3170.02569,2483.9,25429,350000,2605,197005000,4.76,26.19,7747.25706870109
2012,1507458,"Amazônia",3170.02569,2484.3,25277,355000,2625,258913000,4.14,26.28,10243.0272579816
2013,1507458,"Amazônia",3170.02569,2486.5,25056,350000,2925,246521000,4.16,26.18,9838.80108556833
2014,1507458,"Amazônia",3170.02569,2488,24828,395000,2970,290862000,4.09,26.12,11715.0797486709
2015,1507458,"Amazônia",3170.02569,2488.7,24607,375000,3090,312905000,2.94,26.66,12716.0970455561
2016,1507458,"Amazônia",3170.02569,2491.8,24394,389309,2595,379311000,3.47,26.65,15549.3563991145
2017,1507458,"Amazônia",3170.02569,2493.7,24188,398801,2995,441677000,3.3,26.37,18260.1703323962
2018,1507458,"Amazônia",3170.02569,2494.7,24991,353876,2795,490241000,3.45,26.02,19616.7020127246
2019,1507458,"Amazônia",3170.02569,2496.2,24847,379623,1685,520359000,3.7,24.91,20942.5282730309
2020,1507458,"Amazônia",3170.02569,2497.5,24705,376712,2345,600210000,NA,NA,24295.0819672131
2021,1507458,"Amazônia",3170.02569,2499,24566,385545,1810,710684000,NA,NA,28929.5774647887
2022,1507458,"Amazônia",3170.02569,2499.6,24243,405000,1810,NA,NA,NA,NA
2023,1507458,"Amazônia",3170.02569,2500,NA,NA,NA,NA,NA,NA,NA
2004,1507466,"Amazônia",189.40418,91.7,3950,650,173,14516000,9.1,26.14,3674.93670886076
2005,1507466,"Amazônia",189.40418,94.1,3934,900,80,15211000,6.45,26.77,3866.54804270463
2006,1507466,"Amazônia",189.40418,98,3916,926,60,14039000,7.52,26.54,3585.03575076609
2007,1507466,"Amazônia",189.40418,98.5,4715,9076,60,15733000,8.75,26.56,3336.79745493107
2008,1507466,"Amazônia",189.40418,102.3,4949,9348,30,19297000,17.72,26.23,3899.17154980804
2009,1507466,"Amazônia",189.40418,102.6,5038,953,30,21461000,14.01,26.42,4259.82532751092
2010,1507466,"Amazônia",189.40418,104.9,5265,897,30,23155000,7.98,26.85,4397.91073124406
2011,1507466,"Amazônia",189.40418,105.6,5359,654,30,25948000,9.46,26.4,4841.94812465012
2012,1507466,"Amazônia",189.40418,105.7,5451,564,30,28351000,5.06,26.53,5201.06402494955
2013,1507466,"Amazônia",189.40418,106.4,5608,654,31,29906000,5.12,26.5,5332.73894436519
2014,1507466,"Amazônia",189.40418,106.5,5703,541,31,35327000,7.2,26.36,6194.45905663686
2015,1507466,"Amazônia",189.40418,107.1,5795,685,164,37866000,4.33,26.67,6534.25366695427
2016,1507466,"Amazônia",189.40418,107.5,5884,1632,169,39629000,4.88,26.9,6735.04418762746
2017,1507466,"Amazônia",189.40418,108.3,5970,829,121,42207000,6.51,26.42,7069.84924623116
2018,1507466,"Amazônia",189.40418,108.9,6059,901,269,44628000,6.21,26.16,7365.57187654728
2019,1507466,"Amazônia",189.40418,109.4,6139,957,277,46428000,4.96,24.57,7562.795243525
2020,1507466,"Amazônia",189.40418,110.1,6217,913,277,52404000,NA,NA,8429.14589030079
2021,1507466,"Amazônia",189.40418,110.5,6294,1332,279,57407000,NA,NA,9120.90880203368
2022,1507466,"Amazônia",189.40418,110.9,4264,1454,309,NA,NA,NA,NA
2023,1507466,"Amazônia",189.40418,111.2,NA,NA,NA,NA,NA,NA,NA
2004,1507474,"Amazônia",655.70165,165.7,18133,9784,30,35254000,8.13,26.66,1944.19015055424
2005,1507474,"Amazônia",655.70165,180.6,18251,3668,45,39031000,5.4,26.61,2138.56774971234
2006,1507474,"Amazônia",655.70165,183.1,18389,3975,45,47780000,6.2,26.36,2598.29245744739
2007,1507474,"Amazônia",655.70165,188.2,18919,4042,45,53037000,9.28,26.36,2803.37227126169
2008,1507474,"Amazônia",655.70165,192.7,19691,4315,30,56729000,19.65,26.07,2880.96084505612
2009,1507474,"Amazônia",655.70165,194.7,19900,3139,30,64982000,15.18,26.19,3265.42713567839
2010,1507474,"Amazônia",655.70165,196,20647,2995,30,74769000,8.12,26.73,3621.30091538722
2011,1507474,"Amazônia",655.70165,197.1,20890,1878,30,85850000,9.66,26.2,4109.62182862614
2012,1507474,"Amazônia",655.70165,198.1,21125,1895,30,94878000,4.63,26.32,4491.26627218935
2013,1507474,"Amazônia",655.70165,199.4,21536,2502,30,121857000,4.35,26.42,5658.29309063893
2014,1507474,"Amazônia",655.70165,201.2,21767,3703,30,127633000,7.43,26.19,5863.60086369275
2015,1507474,"Amazônia",655.70165,204.4,21991,3858,30,131343000,4.69,26.43,5972.57969169206
2016,1507474,"Amazônia",655.70165,205.5,22207,4645,75,146869000,4.59,26.69,6613.63534020804
2017,1507474,"Amazônia",655.70165,206.2,22415,4000,10,158977000,6.68,26.77,7092.43809948695
2018,1507474,"Amazônia",655.70165,207.1,22842,3312,30,164333000,6.24,26.52,7194.33499693547
2019,1507474,"Amazônia",655.70165,209,23045,3408,50,168796000,4.11,25.23,7324.62573226296
2020,1507474,"Amazônia",655.70165,209.6,23244,4341,65,180274000,NA,NA,7755.72190672862
2021,1507474,"Amazônia",655.70165,211.5,23440,5641,65,182168000,NA,NA,7771.6723549488
2022,1507474,"Amazônia",655.70165,212.5,20593,5359,112,NA,NA,NA,NA
2023,1507474,"Amazônia",655.70165,213.3,NA,NA,NA,NA,NA,NA,NA
2004,1507508,"Amazônia",1258.61376,799.5,15801,56313,190,28924000,5.83,26.28,1830.51705588254
2005,1507508,"Amazônia",1258.61376,833.9,16452,56519,190,37490000,3.75,26.93,2278.75030391442
2006,1507508,"Amazônia",1258.61376,837,17207,48600,170,48321000,5.22,26.65,2808.21758586622
2007,1507508,"Amazônia",1258.61376,849.2,11673,60750,165,38741000,3.81,26.56,3318.85547845455
2008,1507508,"Amazônia",1258.61376,883.9,11963,55400,275,40203000,5.71,26.32,3360.61188665051
2009,1507508,"Amazônia",1258.61376,899.3,11923,58000,275,46005000,5.83,26.31,3858.50876457267
2010,1507508,"Amazônia",1258.61376,904.2,13155,59500,300,54398000,3.99,26.91,4135.15773470163
2011,1507508,"Amazônia",1258.61376,907.3,13225,60600,310,72682000,4.45,26.24,5495.8034026465
2012,1507508,"Amazônia",1258.61376,909.4,13293,51500,310,78229000,3.49,26.48,5884.97705559317
2013,1507508,"Amazônia",1258.61376,912.8,13419,49500,310,89686000,4.14,26.29,6683.50845815635
2014,1507508,"Amazônia",1258.61376,917.3,13470,52000,265,91686000,3.98,26.26,6806.68151447662
2015,1507508,"Amazônia",1258.61376,922.2,13521,56500,290,104666000,2.96,26.84,7740.99548849937
2016,1507508,"Amazônia",1258.61376,928.8,13569,78438,392,109837000,3.22,26.8,8094.70115704916
2017,1507508,"Amazônia",1258.61376,933.6,13616,93084,422,116992000,4.32,26.31,8592.24441833137
