"ano","id_municipio","bioma","area_total","desmatado","populacao","bovinos","area_colhida_total","pib","precipitacao_media_anual","temperatura_media_anual","pib_per_capita"
2004,1100015,"Amazônia",7074.54823,2079.8,29001,356520,7658,173991000,5.09,25.36,5999.48277645598
2005,1100015,"Amazônia",7074.54823,2161.8,28629,364298,8037,167127000,3.66,25,5837.68207062768
2006,1100015,"Amazônia",7074.54823,2183.3,29005,346379,7972,168805000,5.7,24.88,5819.8586450612
2007,1100015,"Amazônia",7074.54823,2198.9,23857,352496,7970,191364000,3.99,24.99,8021.29354067988
2008,1100015,"Amazônia",7074.54823,2225.2,24577,356190,8013,248962000,3.96,25.03,10129.8775277699
2009,1100015,"Amazônia",7074.54823,2230.2,24354,355942,8002,256986000,3.88,24.71,10552.1064301552
2010,1100015,"Amazônia",7074.54823,2232,24392,364184,8109,262077000,3.95,25.35,10744.3834043949
2011,1100015,"Amazônia",7074.54823,2238.8,24228,365538,8522,280510000,2.96,25.21,11577.9263661879
2012,1100015,"Amazônia",7074.54823,2244.1,24069,372731,16678,329029000,3.42,25.12,13670.2397274502
2013,1100015,"Amazônia",7074.54823,2250.8,25728,386456,15881,341325000,5.01,24.57,13266.6744402985
2014,1100015,"Amazônia",7074.54823,2261.1,25652,391388,15900,377799000,4.63,24.91,14727.8574769998
2015,1100015,"Amazônia",7074.54823,2266.2,25578,407890,16257,421300000,2.48,25.5,16471.1861756197
2016,1100015,"Amazônia",7074.54823,2281.8,25506,403973,16283,478217000,4.11,25.2,18749.1962675449
2017,1100015,"Amazônia",7074.54823,2301.1,25437,408765,13823,485374000,4.55,25.1,19081.4168337461
2018,1100015,"Amazônia",7074.54823,2314.9,23167,421964,12248,498980000,4.08,24.51,21538.3951310053
2019,1100015,"Amazônia",7074.54823,2344.9,22945,428976,12348,495775000,4.49,23.5,21607.1039442144
2020,1100015,"Amazônia",7074.54823,2370.3,22728,460450,12339,570242000,NA,NA,25089.845124956
2021,1100015,"Amazônia",7074.54823,2395.2,22516,473192,12730,734469000,NA,NA,32619.8703144431
2022,1100015,"Amazônia",7074.54823,2419.4,21558,549541,12595,NA,NA,NA,NA
2023,1100015,"Amazônia",7074.54823,2434.1,NA,NA,NA,NA,NA,NA,NA
2004,1100023,"Amazônia",4390.90053,2961.8,86901,438748,12899,657193000,4.5,25.55,7562.54818701741
2005,1100023,"Amazônia",4390.90053,3046.2,85031,452222,11932,749021000,4.11,25.44,8808.79914384166
2006,1100023,"Amazônia",4390.90053,3062.8,86924,457625,10135,790697000,6.78,25.08,9096.4175601675
2007,1100023,"Amazônia",4390.90053,3094,82388,427585,10135,905203000,3.95,25.06,10987.0733601981
2008,1100023,"Amazônia",4390.90053,3102.3,84581,423750,10628,1064822000,5.27,25.2,12589.3758645559
2009,1100023,"Amazônia",4390.90053,3110.9,85541,440053,10848,1133095000,5.44,25.11,13246.2211103447
2010,1100023,"Amazônia",4390.90053,3115,90353,439355,10692,1364694000,3.35,25.64,15104.0253229002
2011,1100023,"Amazônia",4390.90053,3118.7,91570,446471,10836,1651885000,3.88,25.52,18039.5872010484
2012,1100023,"Amazônia",4390.90053,3125.8,92747,442851,15231,1703642000,4.19,25.63,18368.7019526238
2013,1100023,"Amazônia",4390.90053,3138.2,101269,427419,7066,1799853000,4.87,25.07,17772.9907474153
2014,1100023,"Amazônia",4390.90053,3148.6,102860,431871,2948,1921532000,3.73,25.08,18681.0421932724
2015,1100023,"Amazônia",4390.90053,3158.8,104401,455731,2867,2037799000,2.66,25.74,19518.9605463549
2016,1100023,"Amazônia",4390.90053,3190.2,105896,449108,2492,2184346000,4.44,25.69,20627.2758177835
2017,1100023,"Amazônia",4390.90053,3210.9,107345,477322,2368,2287910000,4.19,25.56,21313.6149797382
2018,1100023,"Amazônia",4390.90053,3227.7,106168,491414,2175,2464704000,4,24.93,23215.1307361917
2019,1100023,"Amazônia",4390.90053,3246.2,107863,477665,1688,2579278000,4.22,24.86,23912.5371999666
2020,1100023,"Amazônia",4390.90053,3268.6,109523,499067,1753,2817331000,NA,NA,25723.6470878263
2021,1100023,"Amazônia",4390.90053,3283.5,111148,509210,874,3209761000,NA,NA,28878.2614172095
2022,1100023,"Amazônia",4390.90053,3295.3,100896,589542,839,NA,NA,NA,NA
2023,1100023,"Amazônia",4390.90053,3308.6,NA,NA,NA,NA,NA,NA,NA
2004,1100031,"Amazônia",1308.65535,933.4,7421,126470,643,43392000,4.46,25.05,5847.19040560571
2005,1100031,"Amazônia",1308.65535,950.4,7436,124938,473,49130000,5.15,24.12,6607.04679935449
2006,1100031,"Amazônia",1308.65535,951,7421,127163,225,46884000,5,24.11,6317.74693437542
2007,1100031,"Amazônia",1308.65535,956.2,6575,125083,607,49166000,3.78,24.53,7477.71863117871
2008,1100031,"Amazônia",1308.65535,960,6777,115908,546,60588000,5.02,24.16,8940.2390438247
2009,1100031,"Amazônia",1308.65535,960.9,6695,119429,527,69776000,4.62,24.23,10422.1060492905
2010,1100031,"Amazônia",1308.65535,962.1,6313,126455,493,69611000,5.29,24.7,11026.6117535245
2011,1100031,"Amazônia",1308.65535,962.8,6221,122807,431,77217000,4.72,24.48,12412.3131329368
2012,1100031,"Amazônia",1308.65535,963.8,6132,114831,127,99586000,4.38,24.33,16240.3783431181
2013,1100031,"Amazônia",1308.65535,965.2,6495,126719,477,96365000,4.5,23.88,14836.7975365666
2014,1100031,"Amazônia",1308.65535,970.2,6424,120979,762,113477000,6.14,24.2,17664.5392278954
2015,1100031,"Amazônia",1308.65535,977.4,6355,130561,829,116565000,3.39,24.77,18342.2501966955
2016,1100031,"Amazônia",1308.65535,984.3,6289,129593,838,133342000,4.65,24.35,21202.416918429
2017,1100031,"Amazônia",1308.65535,986.2,6224,126630,411,138110000,5.05,24.12,22189.9100257069
2018,1100031,"Amazônia",1308.65535,989.4,5438,128240,470,140503000,4.6,23.74,25837.2563442442
2019,1100031,"Amazônia",1308.65535,994.1,5312,121798,502,139976000,4.32,24.38,26350.9036144578
2020,1100031,"Amazônia",1308.65535,995.1,5188,121887,236,167153000,NA,NA,32219.1595990748
2021,1100031,"Amazônia",1308.65535,999.5,5067,124604,202,238412000,NA,NA,47051.9044799684
2022,1100031,"Amazônia",1308.65535,1000.2,5107,125615,198,NA,NA,NA,NA
2023,1100031,"Amazônia",1308.65535,1003,NA,NA,NA,NA,NA,NA,NA
2004,1100049,"Amazônia",3794.92001,2408.8,76417,442615,18834,622415000,5.96,25.3,8144.98082887316
2005,1100049,"Amazônia",3794.92001,2448.1,75988,422577,17979,758960000,3.51,24.84,9987.89282518292
2006,1100049,"Amazônia",3794.92001,2452.7,76422,415620,18165,743194000,5.68,24.65,9724.86980188951
2007,1100049,"Amazônia",3794.92001,2463,76155,390063,18169,814890000,3.6,24.86,10700.4136300965
2008,1100049,"Amazônia",3794.92001,2467.6,78263,398202,18299,928699000,3.54,24.89,11866.3864150365
2009,1100049,"Amazônia",3794.92001,2470.6,78675,407258,17073,985479000,3.77,24.6,12525.9485224023
2010,1100049,"Amazônia",3794.92001,2472.3,78574,417489,17037,1186494000,4,25.33,15100.3385343752
2011,1100049,"Amazônia",3794.92001,2474.6,78958,419282,17919,1259024000,2.81,25.18,15945.4900073457
2012,1100049,"Amazônia",3794.92001,2477.9,79330,430072,26813,1372705000,3.24,25.04,17303.7312492122
2013,1100049,"Amazônia",3794.92001,2479.7,85863,427708,24284,1433254000,4.82,24.38,16692.3354646355
2014,1100049,"Amazônia",3794.92001,2484,86556,438698,23643,1660650000,4.5,24.75,19185.8450020796
2015,1100049,"Amazônia",3794.92001,2486.3,87226,454967,23635,1794478000,2.37,25.24,20572.7420723179
2016,1100049,"Amazônia",3794.92001,2489,87877,452130,23629,1947283000,4.12,25.15,22159.1884110746
2017,1100049,"Amazônia",3794.92001,2497,88507,463570,26852,2082761000,4.69,24.93,23532.1612979764
2018,1100049,"Amazônia",3794.92001,2501.9,84813,451876,21819,2175840000,4.23,24.33,25654.5576739415
2019,1100049,"Amazônia",3794.92001,2507.8,85359,432640,20529,2261930000,4.48,24.67,26499.0217786057
2020,1100049,"Amazônia",3794.92001,2512.8,85893,427096,20523,2518845000,NA,NA,29325.3815794069
2021,1100049,"Amazônia",3794.92001,2531.1,86416,437032,12104,2792383000,NA,NA,32313.2637474542
2022,1100049,"Amazônia",3794.92001,2534.3,92202,510455,8406,NA,NA,NA,NA
2023,1100049,"Amazônia",3794.92001,2537.5,NA,NA,NA,NA,NA,NA,NA
2004,1100056,"Amazônia",2785.15887,766.5,17217,95498,477,121366000,4.46,25.38,7049.19556252541
2005,1100056,"Amazônia",2785.15887,783.4,17366,92561,393,129107000,5.15,24.46,7434.46965334562
2006,1100056,"Amazônia",2785.15887,787,17215,92916,368,124415000,5,24.47,7227.12750508278
2007,1100056,"Amazônia",2785.15887,791.5,16290,89098,469,143270000,3.78,24.8,8794.96623695519
2008,1100056,"Amazônia",2785.15887,793.7,16784,87554,412,167474000,5.02,24.52,9978.19351763584
2009,1100056,"Amazônia",2785.15887,794.3,16622,87536,387,190902000,4.62,24.5,11484.8995307424
2010,1100056,"Amazônia",2785.15887,795.2,17029,88031,370,222021000,5.29,25.08,13037.817840155
2011,1100056,"Amazônia",2785.15887,796.9,16939,89782,262,260142000,4.72,24.82,15357.5771887361
2012,1100056,"Amazônia",2785.15887,798.2,16852,85034,380,357333000,4.38,24.67,21204.1894137194
2013,1100056,"Amazônia",2785.15887,798.8,18041,84383,258,353270000,4.5,24.15,19581.508785544
2014,1100056,"Amazônia",2785.15887,801.4,18013,83281,239,392417000,6.14,24.52,21785.2106811747
2015,1100056,"Amazônia",2785.15887,804.3,17986,90184,260,397736000,3.39,25.03,22113.6439452908
2016,1100056,"Amazônia",2785.15887,810.6,17959,93540,263,408194000,4.65,24.7,22729.2165488056
2017,1100056,"Amazônia",2785.15887,812.3,17934,96654,213,439245000,5.05,24.48,24492.3051187688
2018,1100056,"Amazônia",2785.15887,813.2,16444,92156,198,470647000,4.6,23.98,28621.1992216006
2019,1100056,"Amazônia",2785.15887,814.2,16323,89884,225,506494000,4.1,23.99,31029.4676223733
2020,1100056,"Amazônia",2785.15887,815.1,16204,84738,212,600630000,NA,NA,37066.7736361392
2021,1100056,"Amazônia",2785.15887,818.2,16088,82558,165,743037000,NA,NA,46185.7906514172
2022,1100056,"Amazônia",2785.15887,822.7,15237,98342,97,NA,NA,NA,NA
2023,1100056,"Amazônia",2785.15887,824.2,NA,NA,NA,NA,NA,NA,NA
2004,1100064,"Amazônia",1449.24763,1159.9,18349,226997,1242,114815000,4.46,25.01,6257.28922557088
2005,1100064,"Amazônia",1449.24763,1176.4,18883,221730,826,126534000,5.15,24.02,6700.94794259387
2006,1100064,"Amazônia",1449.24763,1177.2,18342,222276,621,126670000,5,23.92,6906.00806891288
2007,1100064,"Amazônia",1449.24763,1179.1,17644,207787,588,137899000,3.78,24.34,7815.63137610519
2008,1100064,"Amazônia",1449.24763,1180.8,18216,208772,563,157026000,5.02,24.02,8620.22397891963
2009,1100064,"Amazônia",1449.24763,1181.8,17822,221575,551,174168000,4.62,24.12,9772.64055661542
2010,1100064,"Amazônia",1449.24763,1181.9,18591,230173,552,193093000,5.29,24.62,10386.3697488032
2011,1100064,"Amazônia",1449.24763,1182.6,18338,235774,551,206425000,4.72,24.37,11256.6801177882
2012,1100064,"Amazônia",1449.24763,1182.8,18093,238188,555,222071000,4.38,24.2,12273.8628198751
2013,1100064,"Amazônia",1449.24763,1183.3,19190,253874,556,242767000,4.5,23.72,12650.7034914018
2014,1100064,"Amazônia",1449.24763,1183.9,19001,250682,438,273759000,6.14,24.03,14407.6101257829
2015,1100064,"Amazônia",1449.24763,1189.5,18817,255188,296,285372000,3.39,24.55,15165.6480841792
2016,1100064,"Amazônia",1449.24763,1190.7,18639,262026,307,306518000,4.65,24.24,16444.9809539138
2017,1100064,"Amazônia",1449.24763,1192.5,18467,266464,331,328377000,5.05,23.96,17781.8270428332
2018,1100064,"Amazônia",1449.24763,1193,16227,264031,193,330232000,4.6,23.54,20350.7734023541
2019,1100064,"Amazônia",1449.24763,1194.8,15882,255696,355,334922000,4.33,23.3,21088.1501070394
2020,1100064,"Amazônia",1449.24763,1195.5,15544,260077,153,366922000,NA,NA,23605.3782810088
2021,1100064,"Amazônia",1449.24763,1196.8,15213,267070,158,424807000,NA,NA,27923.9466245974
2022,1100064,"Amazônia",1449.24763,1198,15747,300433,176,NA,NA,NA,NA
2023,1100064,"Amazônia",1449.24763,1199.5,NA,NA,NA,NA,NA,NA,NA
2004,1100072,"Amazônia",3061.3372,2086.1,9411,281191,926,67309000,5.29,25.53,7152.16236319201
2005,1100072,"Amazônia",3061.3372,2124.7,9569,282155,902,70936000,4.57,24.57,7413.1048176403
2006,1100072,"Amazônia",3061.3372,2126.8,9409,270117,877,68935000,4.71,24.59,7326.49590817303
2007,1100072,"Amazônia",3061.3372,2131.2,9476,246615,871,72291000,4.17,24.89,7628.85183621781
2008,1100072,"Amazônia",3061.3372,2135.6,9761,233144,860,95990000,5.12,24.64,9834.0333982174
2009,1100072,"Amazônia",3061.3372,2136.4,9680,239998,850,119226000,4.38,24.59,12316.7355371901
2010,1100072,"Amazônia",3061.3372,2137.7,8783,256878,830,114768000,5.37,25.21,13067.0613685529
2011,1100072,"Amazônia",3061.3372,2140.9,8654,270673,630,145412000,4.22,24.94,16802.8657268315
2012,1100072,"Amazônia",3061.3372,2143.3,8530,271338,799,175872000,4.04,24.79,20618.0539273154
2013,1100072,"Amazônia",3061.3372,2144,9036,281585,336,168681000,4.51,24.24,18667.6626826029
2014,1100072,"Amazônia",3061.3372,2145.7,8938,276666,268,186868000,6.1,24.62,20907.1380622063
2015,1100072,"Amazônia",3061.3372,2148.9,8842,308620,268,190906000,3.09,25.12,21590.81655734
2016,1100072,"Amazônia",3061.3372,2150.6,8749,326989,293,236624000,4.52,24.81,27045.8338095782
2017,1100072,"Amazônia",3061.3372,2153.3,8659,334610,329,332804000,5.02,24.63,38434.4612541864
2018,1100072,"Amazônia",3061.3372,2159.9,7567,328066,320,320416000,4.21,24.08,42343.8615038985
2019,1100072,"Amazônia",3061.3372,2163.7,7391,324898,302,349289000,4.08,23.74,47258.6930050061
2020,1100072,"Amazônia",3061.3372,2167.8,7220,309415,108,268353000,NA,NA,37168.0055401662
2021,1100072,"Amazônia",3061.3372,2171.9,7052,308673,111,396728000,NA,NA,56257.5155984118
2022,1100072,"Amazônia",3061.3372,2175.3,7503,363765,97,NA,NA,NA,NA
2023,1100072,"Amazônia",3061.3372,2178.2,NA,NA,NA,NA,NA,NA,NA
2004,1100080,"Amazônia",4970.82298,1243.3,11731,79145,561,53905000,2.51,25.66,4595.08993265706
2005,1100080,"Amazônia",4970.82298,1344.8,11349,94942,495,62986000,5.23,26.48,5549.91629218433
2006,1100080,"Amazônia",4970.82298,1427.6,11735,111780,391,60812000,4.99,26.38,5182.10481465701
2007,1100080,"Amazônia",4970.82298,1482.3,13664,133138,398,74215000,3.45,26.18,5431.4256440281
2008,1100080,"Amazônia",4970.82298,1583.7,13973,138318,406,90971000,3.97,26.07,6510.48450583268
2009,1100080,"Amazônia",4970.82298,1601.8,14452,146918,402,99854000,4.22,26.01,6909.35510655965
2010,1100080,"Amazônia",4970.82298,1622.8,13678,158812,396,107583000,3.16,26.64,7865.4042988741
2011,1100080,"Amazônia",4970.82298,1640.3,14022,175476,410,120018000,3.44,26.29,8559.26401369277
2012,1100080,"Amazônia",4970.82298,1657.4,14355,196795,545,134091000,4.4,26.38,9341.065830721
2013,1100080,"Amazônia",4970.82298,1688.1,15853,213667,556,149739000,4.97,26.15,9445.4677348136
2014,1100080,"Amazônia",4970.82298,1702,16258,220491,284,168605000,4.86,26.13,10370.5867880428
2015,1100080,"Amazônia",4970.82298,1726,16651,229225,578,187170000,3.28,26.51,11240.7663203411
2016,1100080,"Amazônia",4970.82298,1750.7,17031,221944,345,206101000,3.49,26.5,12101.520756268
2017,1100080,"Amazônia",4970.82298,1776.4,17400,218071,677,212879000,3.15,26.39,12234.4252873563
2018,1100080,"Amazônia",4970.82298,1806.2,17855,231147,978,230151000,3.56,25.82,12890.002800336
2019,1100080,"Amazônia",4970.82298,1848.6,18331,253226,808,238796000,4.27,24.76,13026.8943320059
2020,1100080,"Amazônia",4970.82298,1885.1,18798,261485,554,261944000,NA,NA,13934.6739014789
2021,1100080,"Amazônia",4970.82298,1919.9,19255,265041,226,316671000,NA,NA,16446.1698260192
2022,1100080,"Amazônia",4970.82298,1959.2,12633,316004,259,NA,NA,NA,NA
2023,1100080,"Amazônia",4970.82298,1987.3,NA,NA,NA,NA,NA,NA,NA
2004,1100098,"Amazônia",4518.19996,1964.4,27556,388408,3439,180676000,5.45,25.02,6556.68456960372
2005,1100098,"Amazônia",4518.19996,2031.5,27274,389533,3522,203257000,3.52,24.53,7452.40888758525
2006,1100098,"Amazônia",4518.19996,2034.8,27559,362457,3806,195271000,4.79,24.33,7085.56188540949
2007,1100098,"Amazônia",4518.19996,2050.5,27867,339248,3806,220452000,4.32,24.69,7910.86231025945
2008,1100098,"Amazônia",4518.19996,2061.2,28617,344269,3805,265616000,3.98,24.57,9281.75559981829
2009,1100098,"Amazônia",4518.19996,2066.1,28892,356283,2937,291491000,3.91,24.39,10088.986570677
2010,1100098,"Amazônia",4518.19996,2069.1,28729,364625,2855,311788000,4.02,25.1,10852.7272094399
2011,1100098,"Amazônia",4518.19996,2070.6,28962,372401,2531,347581000,2.68,24.89,12001.2775360818
2012,1100098,"Amazônia",4518.19996,2077.8,29189,374000,3031,376177000,3.17,24.69,12887.6289012984
2013,1100098,"Amazônia",4518.19996,2080.1,31699,370767,3033,426546000,4.54,24.12,13456.1342629105
2014,1100098,"Amazônia",4518.19996,2082.8,32047,384560,2792,462389000,4.48,24.49,14428.4644428496
2015,1100098,"Amazônia",4518.19996,2084.3,32385,397743,2775,483962000,2.32,24.88,14944.0172919562
2016,1100098,"Amazônia",4518.19996,2086.9,32712,406140,2678,543318000,4.17,24.85,16609.1342626559
2017,1100098,"Amazônia",4518.19996,2091.2,33030,408811,2831,566361000,4.28,24.58,17146.8664850136
2018,1100098,"Amazônia",4518.19996,2096.7,32047,400384,2802,606072000,3.72,24.03,18911.9730395981
2019,1100098,"Amazônia",4518.19996,2103.6,32374,389774,2835,624787000,4.48,24.24,19299.0362636684
2020,1100098,"Amazônia",4518.19996,2107.8,32695,386629,2830,666321000,NA,NA,20379.9051842789
2021,1100098,"Amazônia",4518.19996,2119.6,33009,383370,2805,773381000,NA,NA,23429.398042958
2022,1100098,"Amazônia",4518.19996,2125.4,29722,438153,3134,NA,NA,NA,NA
2023,1100098,"Amazônia",4518.19996,2129.5,NA,NA,NA,NA,NA,NA,NA
2004,1100106,"Amazônia",24831.29585,1305.4,42075,101690,390,302287000,4.35,25.42,7184.48009506833
2005,1100106,"Amazônia",24831.29585,1350.7,41467,115728,377,327643000,3.75,26.13,7901.29500566716
2006,1100106,"Amazônia",24831.29585,1369.1,42082,128140,231,325665000,3.65,26.15,7738.81944774488
2007,1100106,"Amazônia",24831.29585,1377.6,39451,122993,227,374116000,4.31,25.97,9483.05492889914
2008,1100106,"Amazônia",24831.29585,1394.3,40541,119672,157,491320000,4.13,25.83,12119.0893169877
2009,1100106,"Amazônia",24831.29585,1402.3,40762,116824,111,521104000,5.05,25.91,12784.0635886365
2010,1100106,"Amazônia",24831.29585,1406,41656,115725,35,598167000,4.6,26.54,14359.6840791243
2011,1100106,"Amazônia",24831.29585,1412.2,41933,124439,68,715386000,3.92,26.29,17060.2151050485
2012,1100106,"Amazônia",24831.29585,1419.1,42202,119842,40,516172000,4.82,26.07,12230.9843135396
2013,1100106,"Amazônia",24831.29585,1443.4,45761,117420,79,605131000,3.18,25.86,13223.7276283298
2014,1100106,"Amazônia",24831.29585,1453.7,46203,117173,80,646154000,4.38,25.73,13985.1091920438
2015,1100106,"Amazônia",24831.29585,1474.8,46632,127103,75,682458000,3.45,26.23,14634.9716932578
2016,1100106,"Amazônia",24831.29585,1487.8,47048,124906,80,740352000,3.78,26.29,15736.0993028397
2017,1100106,"Amazônia",24831.29585,1492,47451,125663,130,775195000,2.12,26.02,16336.7473815093
2018,1100106,"Amazônia",24831.29585,1507.7,45783,123155,137,837459000,3.57,25.65,18291.9205818754
2019,1100106,"Amazônia",24831.29585,1526.1,46174,128580,145,892778000,3.81,24.96,19335.0803482479
2020,1100106,"Amazônia",24831.29585,1560.7,46556,136716,180,984614000,NA,NA,21149.0248303119
2021,1100106,"Amazônia",24831.29585,1587.8,46930,141386,222,1054179000,NA,NA,22462.7956531004
2022,1100106,"Amazônia",24831.29585,1611.7,39396,162086,170,NA,NA,NA,NA
2023,1100106,"Amazônia",24831.29585,1621.4,NA,NA,NA,NA,NA,NA,NA
2004,1100114,"Amazônia",2919.48894,2545,56238,504004,10724,420126000,5.35,25.27,7470.500373413
2005,1100114,"Amazônia",2919.48894,2559.1,55840,525369,10246,569682000,3.65,25.04,10202.0415472779
2006,1100114,"Amazônia",2919.48894,2563.2,56242,520925,6819,614008000,7.3,24.79,10917.2504533978
2007,1100114,"Amazônia",2919.48894,2567.5,52453,501994,6832,693762000,3.94,24.8,13226.3550225917
2008,1100114,"Amazônia",2919.48894,2570.1,53955,491908,7014,708837000,4.98,24.94,13137.5590770086
2009,1100114,"Amazônia",2919.48894,2571.8,53943,510829,6978,722047000,5.14,24.8,13385.3697421352
2010,1100114,"Amazônia",2919.48894,2572,52005,505302,6901,797296000,3.78,25.4,15331.1412364196
2011,1100114,"Amazônia",2919.48894,2572.9,51883,506417,6926,861623000,3.54,25.3,16607.0389144807
2012,1100114,"Amazônia",2919.48894,2573.3,51765,512125,9770,1004964000,4.04,25.37,19413.9669660968
2013,1100114,"Amazônia",2919.48894,2573.6,55597,509926,5667,1070429000,4.48,24.7,19253.3589941903
2014,1100114,"Amazônia",2919.48894,2574.8,55669,512236,4013,1130660000,4.14,24.87,20310.4061506404
2015,1100114,"Amazônia",2919.48894,2576.7,55738,522371,3870,1207965000,2.7,25.51,21672.1985001256
2016,1100114,"Amazônia",2919.48894,2578.4,55806,528035,3740,1313922000,4.2,25.4,23544.4575852059
2017,1100114,"Amazônia",2919.48894,2580.4,55871,542636,3124,1354733000,3.15,25.24,24247.516600741
2018,1100114,"Amazônia",2919.48894,2582,51933,538523,2199,1484555000,3.87,24.61,28585.9665338032
2019,1100114,"Amazônia",2919.48894,2584.3,51775,517149,1835,1500855000,4.32,24.85,28988.0251086432
2020,1100114,"Amazônia",2919.48894,2588.6,51620,526279,1652,1665151000,NA,NA,32257.8651685393
2021,1100114,"Amazônia",2919.48894,2591.3,51469,534672,1978,1765089000,NA,NA,34294.215935806
2022,1100114,"Amazônia",2919.48894,2598,52090,604613,1762,NA,NA,NA,NA
2023,1100114,"Amazônia",2919.48894,2601.1,NA,NA,NA,NA,NA,NA,NA
2004,1100122,"Amazônia",6876.13111,2542.5,113441,488532,3612,933474000,5.57,25.41,8228.71801200624
2005,1100122,"Amazônia",6876.13111,2555.4,112439,497822,3977,1066022000,3.09,25,9480.89186136483
2006,1100122,"Amazônia",6876.13111,2560.2,113453,464058,3468,1110409000,7.01,24.8,9787.39213595057
2007,1100122,"Amazônia",6876.13111,2563.1,107679,425983,3545,1257350000,2.93,24.86,11676.8357804214
2008,1100122,"Amazônia",6876.13111,2569,110707,424770,3297,1496176000,3.84,25,13514.7370988284
2009,1100122,"Amazônia",6876.13111,2574.2,111010,436200,3301,1640344000,4.69,24.67,14776.542653815
2010,1100122,"Amazônia",6876.13111,2575.1,116610,436353,3387,1855359000,4.7,25.44,15910.8052482634
2011,1100122,"Amazônia",6876.13111,2576.3,117363,433821,3209,2056220000,3.73,25.38,17520.172456396
2012,1100122,"Amazônia",6876.13111,2577.8,118092,430038,5316,2318729000,4.25,25.27,19634.937167632
2013,1100122,"Amazônia",6876.13111,2580.6,128026,428618,4601,2374801000,5.05,24.53,18549.3649727399
2014,1100122,"Amazônia",6876.13111,2581.1,129242,424792,4403,2651246000,4.54,24.88,20513.8112997323
2015,1100122,"Amazônia",6876.13111,2582.4,130419,440260,2738,2755755000,2.52,25.41,21130.0117314195
2016,1100122,"Amazônia",6876.13111,2585.4,131560,441715,2494,2985775000,4.08,25.36,22695.1581027668
2017,1100122,"Amazônia",6876.13111,2586.6,132667,432563,2559,3062162000,3.36,25.18,23081.5651216957
2018,1100122,"Amazônia",6876.13111,2587.8,127907,428178,626,3466810000,3.77,24.56,27104.1459810644
2019,1100122,"Amazônia",6876.13111,2591.2,128969,391649,700,3783206000,4.04,24.86,29334.2276050834
2020,1100122,"Amazônia",6876.13111,2593.7,130009,393578,622,4057176000,NA,NA,31206.8856771454
2021,1100122,"Amazônia",6876.13111,2596.7,131026,402959,611,4231113000,NA,NA,32292.1633874193
2022,1100122,"Amazônia",6876.13111,2598,136825,458010,526,NA,NA,NA,NA
2023,1100122,"Amazônia",6876.13111,2602.5,NA,NA,NA,NA,NA,NA,NA
2004,1100130,"Amazônia",8509.1814,2256.2,29698,166981,10654,156743000,5.37,25.06,5277.89750151525
2005,1100130,"Amazônia",8509.1814,2497.5,28649,200750,11945,186678000,3.77,24.83,6516.03895423924
2006,1100130,"Amazônia",8509.1814,2612.5,29711,212517,11570,167421000,6.96,24.58,5634.98367607957
2007,1100130,"Amazônia",8509.1814,2690.9,31475,215719,10422,183666000,3.69,24.64,5835.29785544083
2008,1100130,"Amazônia",8509.1814,2743.9,32214,231390,10641,234494000,4.43,24.69,7279.25746569814
2009,1100130,"Amazônia",8509.1814,2771.6,33159,241871,10642,254438000,4.62,24.7,7673.27120842004
2010,1100130,"Amazônia",8509.1814,2789.5,31135,257179,10590,272201000,3.38,25.42,8742.60478561105
2011,1100130,"Amazônia",8509.1814,2843.8,31779,237991,10173,301792000,3.22,25.23,9496.58579565122
2012,1100130,"Amazônia",8509.1814,2909.4,32403,229511,19291,353071000,4,25.23,10896.2441749221
2013,1100130,"Amazônia",8509.1814,2990.5,35633,237290,16685,396658000,3.17,24.61,11131.7598854994
2014,1100130,"Amazônia",8509.1814,3051.7,36412,267815,14225,424790000,3.66,24.79,11666.208942107
2015,1100130,"Amazônia",8509.1814,3148.9,37167,291490,12464,451940000,2.72,25.35,12159.7115720935
2016,1100130,"Amazônia",8509.1814,3241.6,37899,317606,10289,512904000,4.13,25.39,13533.4441541993
2017,1100130,"Amazônia",8509.1814,3340,38609,349247,9339,587758000,2.91,25.22,15223.3417078919
2018,1100130,"Amazônia",8509.1814,3412.2,39097,374578,7891,642283000,3.46,24.54,16427.9356472364
2019,1100130,"Amazônia",8509.1814,3491.4,39991,389409,3877,632997000,4.68,24.72,15828.4864094421
2020,1100130,"Amazônia",8509.1814,3535.8,40867,407629,2627,700188000,NA,NA,17133.3349646414
2021,1100130,"Amazônia",8509.1814,3593,41724,416642,1704,890320000,NA,NA,21338.3184737801
2022,1100130,"Amazônia",8509.1814,3661.7,30626,497182,2191,NA,NA,NA,NA
2023,1100130,"Amazônia",8509.1814,3695.3,NA,NA,NA,NA,NA,NA,NA
2004,1100148,"Amazônia",1704.01891,1227.9,18003,179975,8092,90569000,5.14,25.27,5030.77264900294
2005,1100148,"Amazônia",1704.01891,1253.3,17862,200135,7713,109279000,3.49,25.03,6117.95991490315
2006,1100148,"Amazônia",1704.01891,1258.1,18005,203523,7759,108175000,6.15,24.91,6008.05331852263
2007,1100148,"Amazônia",1704.01891,1263.1,17170,117904,7725,139569000,4.22,24.94,8128.6546301689
2008,1100148,"Amazônia",1704.01891,1276.9,17653,121534,7748,167221000,4.27,25.01,9472.66753526313
2009,1100148,"Amazônia",1704.01891,1279,17698,122907,7709,164381000,3.89,24.73,9288.11165103401
