"date","rf_m"
1998-11-30,0.00361075663180244
1998-12-31,0.0035707008042658
1999-01-29,0.0035707008042658
1999-02-26,0.00371481955883124
1999-03-31,0.0035707008042658
1999-04-30,0.00361876568744002
1999-05-31,0.00361876568744002
1999-06-30,0.00379478728344429
1999-07-30,0.00377080432356869
1999-08-31,0.00394653317217308
1999-09-30,0.00386669836832509
1999-10-29,0.00405021412570328
1999-11-30,0.00419357822337552
1999-12-31,0.00420949367822132
2000-01-31,0.00449549846225961
2000-02-29,0.00456685990480721
2000-03-31,0.00464608505124819
2000-04-28,0.00459855821103505
2000-05-31,0.00445582910683973
2000-06-30,0.0046381656285388
2000-07-31,0.00489124719802581
2000-08-31,0.00497019161052159
2000-09-29,0.0049070415389556
2000-10-31,0.00501752553502888
2000-11-30,0.00489124719802581
2000-12-29,0.00465400378731795
2001-01-31,0.0039624917561103
2001-02-28,0.00385871104551461
2001-03-30,0.00343437929004686
2001-04-30,0.00316112354889775
2001-05-31,0.00291126300709976
2001-06-29,0.00292740371999511
2001-07-31,0.00283859441682921
2001-08-31,0.00270926261476667
2001-09-28,0.00193755180903254
2001-10-31,0.00165976436217563
2001-11-30,0.00144676541797639
2001-12-31,0.00141395207640027
2002-01-31,0.00143036022555743
2002-02-28,0.00145496690575708
2002-03-29,0.00145496690575708
2002-04-30,0.00143856319128943
2002-05-31,0.00141395207640027
2002-06-28,0.00138112690341341
2002-07-31,0.00138933430634269
2002-08-30,0.00137291876046319
2002-09-30,0.00127436327260755
2002-10-31,0.00117570096003616
2002-11-29,0.000994541801142779
2002-12-31,0.000994541801142779
2003-01-31,0.000961564991946551
2003-02-28,0.000978054890354851
2003-03-31,0.000928576227739564
2003-04-30,0.000920327167655444
2003-05-30,0.000903826803655638
2003-06-30,0.000738658376514767
2003-07-31,0.000779978602233555
2003-08-29,0.000796501439335628
2003-09-30,0.000771716058284966
2003-10-31,0.000779978602233555
2003-11-28,0.00075518871888014
2003-12-31,0.000771716058284966
2004-01-30,0.000746923923138798
2004-02-27,0.000779978602233555
2004-03-31,0.000771716058284966
2004-04-30,0.000796501439335628
2004-05-31,0.000796501439335628
2004-06-30,0.00108516645729861
2004-07-30,0.00117570096003616
2004-08-31,0.00129901214993877
2004-09-30,0.00138933430634269
2004-10-29,0.0015451345433195
2004-11-30,0.0018069338440696
2004-12-31,0.00179876399812251
2005-01-31,0.00204354115663063
2005-02-28,0.00223889040995773
2005-03-31,0.00224702087930484
2005-04-29,0.00233640819185754
2005-05-31,0.00240947810048997
2005-06-30,0.00251492019563271
2005-07-29,0.00274161277124274
2005-08-31,0.00282243797218129
2005-09-30,0.00284667156557328
2005-10-31,0.00318526730828039
2005-11-30,0.00316112354889775
2005-12-30,0.0032657003754899
2006-01-31,0.0035707008042658
2006-02-28,0.00368281283577376
2006-03-31,0.00369081556915307
2006-04-28,0.00379478728344429
2006-05-31,0.00386669836832509
2006-06-30,0.00397047000180417
2006-07-31,0.00405021412570328
2006-08-31,0.00401035077262524
2006-09-29,0.00389065614323014
2006-10-31,0.00403427087358321
2006-11-30,0.00399440055531697
2006-12-29,0.00398642440128016
2007-01-31,0.00406615459352855
2007-02-28,0.00408209227807532
2007-03-30,0.00399440055531697
2007-04-30,0.00390662449984003
2007-05-31,0.00375481218114615
2007-06-29,0.00381876394188874
2007-07-31,0.00393057179731993
2007-08-31,0.0032013595976057
2007-09-28,0.00304836807666287
2007-10-31,0.00314502415751705
2007-11-30,0.00253113123390492
2007-12-31,0.0027011732814759
2008-01-31,0.00158609033246515
2008-02-29,0.0014959632659397
2008-03-31,0.00112632966876847
2008-04-30,0.0011674742711143
2008-05-30,0.00152874706796124
2008-06-30,0.0015451345433195
2008-07-31,0.0013647098773526
2008-08-29,0.00139754096939071
2008-09-30,0.000746923923138798
2008-10-31,0.000365929294236622
2008-11-28,8.33295141333679e-06
2008-12-31,9.16204838419254e-05
2009-01-30,0.000199780336744171
2009-02-27,0.000216408900300502
2009-03-31,0.000174831788141594
2009-04-30,0.000116591872446392
2009-05-29,0.000116591872446392
2009-06-30,0.00015819561853081
2009-07-31,0.000149876392125936
2009-08-31,0.000124914144766786
2009-09-30,0.000116591872446392
2009-10-30,4.16571211045991e-05
2009-11-30,4.99862552685304e-05
2009-12-31,4.99862552685304e-05
2010-01-29,6.66422347088691e-05
2010-02-26,0.000108268838282743
2010-03-31,0.000133235655389807
2010-04-30,0.000133235655389807
2010-05-31,0.000133235655389807
2010-06-30,0.000149876392125936
2010-07-30,0.000124914144766786
2010-08-31,0.000116591872446392
2010-09-30,0.000133235655389807
2010-10-29,9.99450421297343e-05
2010-11-30,0.000141556404460896
2010-12-31,9.99450421297343e-05
2011-01-31,0.000124914144766786
2011-02-28,0.000124914144766786
2011-03-31,7.49690802774872e-05
2011-04-29,3.33272237835747e-05
2011-05-31,4.99862552685304e-05
2011-06-30,2.49965631586857e-05
2011-07-29,8.32951632732115e-05
2011-08-31,1.66651390840489e-05
2011-09-30,1.66651390840489e-05
2011-10-31,8.33295141333679e-06
2011-11-30,8.33295141333679e-06
2011-12-30,1.66651390840489e-05
2012-01-31,4.99862552685304e-05
2012-02-29,6.66422347088691e-05
2012-03-30,5.8314626421252e-05
2012-04-30,8.32951632732115e-05
2012-05-31,5.8314626421252e-05
2012-06-29,7.49690802774872e-05
2012-07-31,9.16204838419254e-05
2012-08-31,7.49690802774872e-05
2012-09-28,8.32951632732115e-05
2012-10-31,9.16204838419254e-05
2012-11-30,6.66422347088691e-05
2012-12-31,4.16571211045991e-05
2013-01-31,5.8314626421252e-05
2013-02-28,9.16204838419254e-05
2013-03-29,9.16204838419254e-05
2013-04-30,4.16571211045991e-05
2013-05-31,3.33272237835747e-05
2013-06-28,3.33272237835747e-05
2013-07-31,3.33272237835747e-05
2013-08-30,2.49965631586857e-05
2013-09-30,1.66651390840489e-05
2013-10-31,3.33272237835747e-05
2013-11-29,4.99862552685304e-05
2013-12-31,5.8314626421252e-05
2014-01-31,1.66651390840489e-05
2014-02-28,4.16571211045991e-05
2014-03-31,4.16571211045991e-05
